Year,Month,Day,Period,WindBusA
2020,1,12,7,72.4
2020,1,12,8,72.5
2020,1,12,9,67.4
2020,1,12,10,70.4
2020,1,12,11,71.3
2020,1,12,12,52.8
2020,1,12,13,43.3
2020,1,12,14,43.5
2020,1,12,15,43
2020,1,12,16,42.1
2020,1,12,17,29.9
2020,1,12,18,60.3
2020,1,12,19,73.3
2020,1,12,20,61.6
2020,1,12,21,35
2020,1,12,22,30.6
2020,1,12,23,55.8
2020,1,12,24,68.8
2020,1,13,1,81
2020,1,13,2,109.5
2020,1,13,3,128.9
2020,1,13,4,141.9
2020,1,13,5,113.5
2020,1,13,6,140.9
2020,1,13,7,87.7
2020,1,13,8,86.7
2020,1,13,9,33.6
2020,1,13,10,25.4
2020,1,13,11,45.3
2020,1,13,12,6.4
2020,1,13,13,15.5
2020,1,13,14,28.9
2020,1,13,15,89.2
2020,1,13,16,73.5
2020,1,13,17,104.9
2020,1,13,18,145.2
2020,1,13,19,140.8
2020,1,13,20,50
2020,1,13,21,54
2020,1,13,22,81.4
2020,1,13,23,34.7
2020,1,13,24,64.4
2020,1,14,1,115.8
2020,1,14,2,129.2
2020,1,14,3,147.9
2020,1,14,4,146.5
2020,1,14,5,147.8
2020,1,14,6,147.9
2020,1,14,7,147.1
2020,1,14,8,145.6
2020,1,14,9,145.8
2020,1,14,10,144.1
2020,1,14,11,136.4
2020,1,14,12,135.6
2020,1,14,13,132.7
2020,1,14,14,124
2020,1,14,15,124.5
2020,1,14,16,117.5
2020,1,14,17,72.1
2020,1,14,18,13.1
2020,1,14,19,115.9
2020,1,14,20,134.9
2020,1,14,21,141.7
2020,1,14,22,63.8
2020,1,14,23,73.5
2020,1,14,24,90.1
2020,1,15,1,106.5
2020,1,15,2,67.1
2020,1,15,3,52.1
2020,1,15,4,73.2
2020,1,15,5,32.6
2020,1,15,6,23.6
2020,1,15,7,32.7
2020,1,15,8,75.3
2020,1,15,9,79.2
2020,1,15,10,84.2
2020,1,15,11,89.6
2020,1,15,12,41
2020,1,15,13,40.3
2020,1,15,14,24.6
2020,1,15,15,43.8
2020,1,15,16,32.1
2020,1,15,17,19
2020,1,15,18,0
2020,1,15,19,0
2020,1,15,20,0
2020,1,15,21,0
2020,1,15,22,34.2
2020,1,15,23,0
2020,1,15,24,0
2020,1,16,1,0
2020,1,16,2,24.1
2020,1,16,3,63.4
2020,1,16,4,55.8
2020,1,16,5,50
2020,1,16,6,66.5
2020,1,16,7,40.5
2020,1,16,8,25.6
2020,1,16,9,40.2
2020,1,16,10,48.5
2020,1,16,11,94
2020,1,16,12,88.9
2020,1,16,13,82.4
2020,1,16,14,85.3
2020,1,16,15,56.6
2020,1,16,16,48.2
2020,1,16,17,77.8
2020,1,16,18,120.8
2020,1,16,19,143.4
2020,1,16,20,144.1
2020,1,16,21,141.3
2020,1,16,22,136.6
2020,1,16,23,144.8
2020,1,16,24,143.5
2020,1,17,1,140.7
2020,1,17,2,145.8
2020,1,17,3,138.2
2020,1,17,4,147.6
2020,1,17,5,146.7
2020,1,17,6,142.3
2020,1,17,7,145.2
2020,1,17,8,141.3
2020,1,17,9,138.7
2020,1,17,10,145
2020,1,17,11,143.3
2020,1,17,12,143.6
2020,1,17,13,147.9
2020,1,17,14,147.6
2020,1,17,15,139.9
2020,1,17,16,146.3
2020,1,17,17,126
2020,1,17,18,144.6
2020,1,17,19,142.1
2020,1,17,20,139
2020,1,17,21,140.8
2020,1,17,22,143.4
2020,1,17,23,130.5
2020,1,17,24,90.7
2020,1,18,1,74.4
2020,1,18,2,69.2
2020,1,18,3,41
2020,1,18,4,25.3
2020,1,18,5,26.5
2020,1,18,6,20.9
2020,1,18,7,24.1
2020,1,18,8,29.1
2020,1,18,9,13
2020,1,18,10,6.6
2020,1,18,11,5.1
2020,1,18,12,6
2020,1,18,13,3.7
2020,1,18,14,0.6
2020,1,18,15,0.2
2020,1,18,16,1.4
2020,1,18,17,2.5
2020,1,18,18,5.8
2020,1,18,19,2
2020,1,18,20,0.2
2020,1,18,21,3.7
2020,1,18,22,3.6
2020,1,18,23,5.7
2020,1,18,24,3.9
2020,1,19,1,3
2020,1,19,2,4.3
2020,1,19,3,10.3
2020,1,19,4,27.2
2020,1,19,5,40.7
2020,1,19,6,46.8
2020,1,19,7,50.5
2020,1,19,8,48.1
2020,1,19,9,61.1
2020,1,19,10,80.6
2020,1,19,11,74.1
2020,1,19,12,37.3
2020,1,19,13,19.1
2020,1,19,14,20.5
2020,1,19,15,18.1
2020,1,19,16,14
2020,1,19,17,2.2
2020,1,19,18,44.6
2020,1,19,19,83.5
2020,1,19,20,53
2020,1,19,21,36.7
2020,1,19,22,9.3
2020,1,19,23,6.4
2020,1,19,24,49.7
2020,1,20,1,109.7
2020,1,20,2,67.9
2020,1,20,3,81.7
2020,1,20,4,101.2
2020,1,20,5,127.5
2020,1,20,6,124.9
2020,1,20,7,95.9
2020,1,20,8,46.4
2020,1,20,9,48.8
2020,1,20,10,65
2020,1,20,11,61.6
2020,1,20,12,27.7
2020,1,20,13,22.3
2020,1,20,14,52.6
2020,1,20,15,60.3
2020,1,20,16,48.8
2020,1,20,17,42.3
2020,1,20,18,17.6
2020,1,20,19,13.6
2020,1,20,20,7.4
2020,1,20,21,2.5
2020,1,20,22,0.6
2020,1,20,23,4.9
2020,1,20,24,23.8
2020,1,21,1,28.8
2020,1,21,2,16.6
2020,1,21,3,5.1
2020,1,21,4,1.4
2020,1,21,5,1.2
2020,1,21,6,8
2020,1,21,7,12.3
2020,1,21,8,7
2020,1,21,9,3.2
2020,1,21,10,0.7
2020,1,21,11,1.1
2020,1,21,12,0.6
2020,1,21,13,0.4
2020,1,21,14,0.4
2020,1,21,15,0.2
2020,1,21,16,0.1
2020,1,21,17,0.3
2020,1,21,18,17.4
2020,1,21,19,16.1
2020,1,21,20,12
2020,1,21,21,7.4
2020,1,21,22,2.8
2020,1,21,23,0.3
2020,1,21,24,0.1
2020,1,22,1,0
2020,1,22,2,0
2020,1,22,3,0
2020,1,22,4,0.1
2020,1,22,5,0.2
2020,1,22,6,0.9
2020,1,22,7,3.2
2020,1,22,8,5.9
2020,1,22,9,9.3
2020,1,22,10,6.6
2020,1,22,11,3.5
2020,1,22,12,1.1
2020,1,22,13,0
2020,1,22,14,0
2020,1,22,15,0
2020,1,22,16,0.2
2020,1,22,17,0.8
2020,1,22,18,2.1
2020,1,22,19,17.2
2020,1,22,20,51.6
2020,1,22,21,25.3
2020,1,22,22,63.2
2020,1,22,23,137.1
2020,1,22,24,139.2
2020,1,23,1,104.4
2020,1,23,2,138
2020,1,23,3,144.3
2020,1,23,4,144
2020,1,23,5,140.8
2020,1,23,6,144.6
2020,1,23,7,147.6
2020,1,23,8,147.8
2020,1,23,9,146.4
2020,1,23,10,142.4
2020,1,23,11,107.4
2020,1,23,12,107.7
2020,1,23,13,140.5
2020,1,23,14,144
2020,1,23,15,136.9
2020,1,23,16,139.8
2020,1,23,17,119.8
2020,1,23,18,66.6
2020,1,23,19,119.1
2020,1,23,20,119.4
2020,1,23,21,144.6
2020,1,23,22,138.1
2020,1,23,23,139.4
2020,1,23,24,133.2
2020,1,24,1,146.2
2020,1,24,2,132.9
2020,1,24,3,126.5
2020,1,24,4,121.7
2020,1,24,5,117.9
2020,1,24,6,135.4
2020,1,24,7,138.1
2020,1,24,8,143.6
2020,1,24,9,143.6
2020,1,24,10,145
2020,1,24,11,146.1
2020,1,24,12,146.2
2020,1,24,13,146.6
2020,1,24,14,147.1
2020,1,24,15,146.6
2020,1,24,16,145.3
2020,1,24,17,141.7
2020,1,24,18,132.6
2020,1,24,19,145.9
2020,1,24,20,146
2020,1,24,21,145.7
2020,1,24,22,126.7
2020,1,24,23,121.3
2020,1,24,24,138.6
2020,1,25,1,123.3
2020,1,25,2,115.9
2020,1,25,3,109.6
2020,1,25,4,63.3
2020,1,25,5,95.8
2020,1,25,6,108.2
2020,1,25,7,110.1
2020,1,25,8,117.2
2020,1,25,9,141.4
2020,1,25,10,146.9
2020,1,25,11,146.2
2020,1,25,12,147.5
2020,1,25,13,146.7
2020,1,25,14,147.2
2020,1,25,15,147.6
2020,1,25,16,147.1
2020,1,25,17,145.8
2020,1,25,18,123.1
2020,1,25,19,106.8
2020,1,25,20,138.5
2020,1,25,21,134.1
2020,1,25,22,146.8
2020,1,25,23,146.7
2020,1,25,24,147
2020,1,26,1,145.8
2020,1,26,2,146.7
2020,1,26,3,147
2020,1,26,4,146.4
2020,1,26,5,146.4
2020,1,26,6,144.2
2020,1,26,7,146.1
2020,1,26,8,140.2
2020,1,26,9,138.5
2020,1,26,10,144.5
2020,1,26,11,127.5
2020,1,26,12,143.2
2020,1,26,13,132.8
2020,1,26,14,119
2020,1,26,15,117.2
2020,1,26,16,116.1
2020,1,26,17,90.1
2020,1,26,18,47.7
2020,1,26,19,56.5
2020,1,26,20,35
2020,1,26,21,80.8
2020,1,26,22,104.7
2020,1,26,23,129.6
2020,1,26,24,140.9
2020,1,27,1,148.1
2020,1,27,2,148.2
2020,1,27,3,146.5
2020,1,27,4,144.2
2020,1,27,5,126.3
2020,1,27,6,113
2020,1,27,7,141.3
2020,1,27,8,148.1
2020,1,27,9,148.3
2020,1,27,10,148.3
2020,1,27,11,148.3
2020,1,27,12,148.3
2020,1,27,13,148.3
2020,1,27,14,147.7
2020,1,27,15,148.2
2020,1,27,16,146.4
2020,1,27,17,142.3
2020,1,27,18,30
2020,1,27,19,68
2020,1,27,20,129.3
2020,1,27,21,132.9
2020,1,27,22,123.4
2020,1,27,23,142.7
2020,1,27,24,146.7
2020,1,28,1,146.4
2020,1,28,2,145.9
2020,1,28,3,147.2
2020,1,28,4,146.8
2020,1,28,5,146.3
2020,1,28,6,137.7
2020,1,28,7,135.1
2020,1,28,8,120.7
2020,1,28,9,118.7
2020,1,28,10,121.4
2020,1,28,11,90.6
2020,1,28,12,53.1
2020,1,28,13,62.5
2020,1,28,14,116.4
2020,1,28,15,86
2020,1,28,16,67.2
2020,1,28,17,111.9
2020,1,28,18,99.7
2020,1,28,19,91.9
2020,1,28,20,75.3
2020,1,28,21,129.8
2020,1,28,22,121.4
2020,1,28,23,131.1
2020,1,28,24,141.7
2020,1,29,1,146.8
2020,1,29,2,146.1
2020,1,29,3,146.8
2020,1,29,4,147.4
2020,1,29,5,147.4
2020,1,29,6,147.2
2020,1,29,7,147.4
2020,1,29,8,147.1
2020,1,29,9,146.7
2020,1,29,10,146.9
2020,1,29,11,146.7
2020,1,29,12,146.6
2020,1,29,13,146.2
2020,1,29,14,146.8
2020,1,29,15,147.3
2020,1,29,16,145.6
2020,1,29,17,141.6
2020,1,29,18,126.5
2020,1,29,19,109.5
2020,1,29,20,110.4
2020,1,29,21,109.9
2020,1,29,22,138.7
2020,1,29,23,136.3
2020,1,29,24,110
2020,1,30,1,132.5
2020,1,30,2,143.3
2020,1,30,3,142.8
2020,1,30,4,140.8
2020,1,30,5,138.8
2020,1,30,6,129
2020,1,30,7,108.4
2020,1,30,8,109.5
2020,1,30,9,142.1
2020,1,30,10,144.8
2020,1,30,11,129.8
2020,1,30,12,136.6
2020,1,30,13,135.4
2020,1,30,14,120.9
2020,1,30,15,92.5
2020,1,30,16,53.4
2020,1,30,17,33.6
2020,1,30,18,110.5
2020,1,30,19,120.2
2020,1,30,20,96.7
2020,1,30,21,116.8
2020,1,30,22,139.8
2020,1,30,23,142.4
2020,1,30,24,145.9
2020,1,31,1,144.8
2020,1,31,2,127.8
2020,1,31,3,143.7
2020,1,31,4,86.3
2020,1,31,5,51.5
2020,1,31,6,39.9
2020,1,31,7,56.4
2020,1,31,8,80.4
2020,1,31,9,55.3
2020,1,31,10,15.4
2020,1,31,11,18
2020,1,31,12,19.7
2020,1,31,13,6
2020,1,31,14,0.5
2020,1,31,15,0
2020,1,31,16,1.9
2020,1,31,17,25.1
2020,1,31,18,22
2020,1,31,19,41.2
2020,1,31,20,85.8
2020,1,31,21,120.5
2020,1,31,22,133.2
2020,1,31,23,123
2020,1,31,24,141
2020,2,1,1,140.3
2020,2,1,2,127.1
2020,2,1,3,129.3
2020,2,1,4,135
2020,2,1,5,129.2
2020,2,1,6,143.6
2020,2,1,7,146.2
2020,2,1,8,145
2020,2,1,9,146.6
2020,2,1,10,148.2
2020,2,1,11,147.9
2020,2,1,12,147
2020,2,1,13,90
2020,2,1,14,147.3
2020,2,1,15,147.6
2020,2,1,16,147.9
2020,2,1,17,147.7
2020,2,1,18,148
2020,2,1,19,142.2
2020,2,1,20,114.7
2020,2,1,21,62.8
2020,2,1,22,75.5
2020,2,1,23,97
2020,2,1,24,85.9
2020,2,2,1,118.1
2020,2,2,2,147.2
2020,2,2,3,147.9
2020,2,2,4,146.7
2020,2,2,5,147.8
2020,2,2,6,144.4
2020,2,2,7,140.9
2020,2,2,8,141.5
2020,2,2,9,148.3
2020,2,2,10,148
2020,2,2,11,126.5
2020,2,2,12,95.5
2020,2,2,13,88.7
2020,2,2,14,66.2
2020,2,2,15,52.2
2020,2,2,16,40.9
2020,2,2,17,36.3
2020,2,2,18,16.7
2020,2,2,19,32.8
2020,2,2,20,19.9
2020,2,2,21,11.3
2020,2,2,22,6.3
2020,2,2,23,1.1
2020,2,2,24,0.1
2020,2,3,1,0
2020,2,3,2,0
2020,2,3,3,0
2020,2,3,4,0.5
2020,2,3,5,7.7
2020,2,3,6,17.7
2020,2,3,7,25.9
2020,2,3,8,23.1
2020,2,3,9,15
2020,2,3,10,16.8
2020,2,3,11,28.1
2020,2,3,12,24.3
2020,2,3,13,10.5
2020,2,3,14,4.3
2020,2,3,15,2.2
2020,2,3,16,1.4
2020,2,3,17,1.4
2020,2,3,18,1.7
2020,2,3,19,1.8
2020,2,3,20,0.9
2020,2,3,21,0
2020,2,3,22,0
2020,2,3,23,0.1
2020,2,3,24,2.1
2020,2,4,1,9.2
2020,2,4,2,23.8
2020,2,4,3,21
2020,2,4,4,16.4
2020,2,4,5,14
2020,2,4,6,10.7
2020,2,4,7,11
2020,2,4,8,10.7
2020,2,4,9,10.5
2020,2,4,10,9.1
2020,2,4,11,5
2020,2,4,12,2.8
2020,2,4,13,1.7
2020,2,4,14,0.8
2020,2,4,15,0.4
2020,2,4,16,0
2020,2,4,17,0.4
2020,2,4,18,0.1
2020,2,4,19,0.1
2020,2,4,20,2
2020,2,4,21,0
2020,2,4,22,0
2020,2,4,23,0
2020,2,4,24,0
2020,2,5,1,1
2020,2,5,2,12.6
2020,2,5,3,28.8
2020,2,5,4,38.4
2020,2,5,5,45.1
2020,2,5,6,48.1
2020,2,5,7,47.5
2020,2,5,8,45.6
2020,2,5,9,38.8
2020,2,5,10,41.9
2020,2,5,11,43.3
2020,2,5,12,12.8
2020,2,5,13,2.6
2020,2,5,14,0.8
2020,2,5,15,2.4
2020,2,5,16,0
2020,2,5,17,0
2020,2,5,18,1.2
2020,2,5,19,11.1
2020,2,5,20,14.8
2020,2,5,21,20.5
2020,2,5,22,25.1
2020,2,5,23,26.4
2020,2,5,24,28.9
2020,2,6,1,46.4
2020,2,6,2,57.3
2020,2,6,3,51.3
2020,2,6,4,48.9
2020,2,6,5,66.7
2020,2,6,6,71.3
2020,2,6,7,77.2
2020,2,6,8,76.7
2020,2,6,9,67.4
2020,2,6,10,54.2
2020,2,6,11,24.5
2020,2,6,12,21
2020,2,6,13,19.7
2020,2,6,14,18
2020,2,6,15,19.7
2020,2,6,16,22
2020,2,6,17,30.3
2020,2,6,18,1.5
2020,2,6,19,16.7
2020,2,6,20,28.6
2020,2,6,21,21.6
2020,2,6,22,10
2020,2,6,23,9.1
2020,2,6,24,14.8
2020,2,7,1,24.7
2020,2,7,2,17
2020,2,7,3,15.5
2020,2,7,4,20.9
2020,2,7,5,21.8
2020,2,7,6,23.1
2020,2,7,7,26
2020,2,7,8,28
2020,2,7,9,24.1
2020,2,7,10,19.4
2020,2,7,11,18
2020,2,7,12,20.1
2020,2,7,13,16.5
2020,2,7,14,14.3
2020,2,7,15,15.7
2020,2,7,16,19.9
2020,2,7,17,25
2020,2,7,18,6.8
2020,2,7,19,18.2
2020,2,7,20,23.2
2020,2,7,21,20.5
2020,2,7,22,23.5
2020,2,7,23,8.5
2020,2,7,24,7.2
2020,2,8,1,11.7
2020,2,8,2,36.9
2020,2,8,3,51.9
2020,2,8,4,63.1
2020,2,8,5,62.6
2020,2,8,6,61.2
2020,2,8,7,58
2020,2,8,8,56.8
2020,2,8,9,41.1
2020,2,8,10,30.1
2020,2,8,11,17
2020,2,8,12,13.6
2020,2,8,13,12.8
2020,2,8,14,11.2
2020,2,8,15,9.6
2020,2,8,16,6.8
2020,2,8,17,4
2020,2,8,18,2.4
2020,2,8,19,1
2020,2,8,20,1.6
2020,2,8,21,3.9
2020,2,8,22,7.6
2020,2,8,23,9.7
2020,2,8,24,10
2020,2,9,1,8.5
2020,2,9,2,9.1
2020,2,9,3,5
2020,2,9,4,1
2020,2,9,5,0.1
2020,2,9,6,2.2
2020,2,9,7,0.5
2020,2,9,8,0
2020,2,9,9,0
2020,2,9,10,0
2020,2,9,11,0
2020,2,9,12,0
2020,2,9,13,0
2020,2,9,14,0
2020,2,9,15,0
2020,2,9,16,0
2020,2,9,17,0
2020,2,9,18,0
2020,2,9,19,0.5
2020,2,9,20,0
2020,2,9,21,0
2020,2,9,22,0.9
2020,2,9,23,2
2020,2,9,24,0.4
2020,2,10,1,0
2020,2,10,2,0
2020,2,10,3,0
2020,2,10,4,0.1
2020,2,10,5,0.7
2020,2,10,6,3.7
2020,2,10,7,6.1
2020,2,10,8,8.1
2020,2,10,9,16.6
2020,2,10,10,34.4
2020,2,10,11,49.1
2020,2,10,12,20.9
2020,2,10,13,32.5
2020,2,10,14,37.2
2020,2,10,15,20
2020,2,10,16,9.3
2020,2,10,17,1.4
2020,2,10,18,31.4
2020,2,10,19,51.7
2020,2,10,20,102.8
2020,2,10,21,105.4
2020,2,10,22,112.7
2020,2,10,23,118.2
2020,2,10,24,66.8
2020,2,11,1,20.7
2020,2,11,2,27.3
2020,2,11,3,25.4
2020,2,11,4,27.3
2020,2,11,5,23.3
2020,2,11,6,19.6
2020,2,11,7,14.5
2020,2,11,8,21.5
2020,2,11,9,38.7
2020,2,11,10,35.2
2020,2,11,11,20.2
2020,2,11,12,13.3
2020,2,11,13,8.8
2020,2,11,14,0.1
2020,2,11,15,0
2020,2,11,16,0.5
2020,2,11,17,0
2020,2,11,18,6.7
2020,2,11,19,10.3
2020,2,11,20,10.1
2020,2,11,21,11.1
2020,2,11,22,10
2020,2,11,23,11.1
2020,2,11,24,16.5
2020,2,12,1,34.4
2020,2,12,2,35.8
2020,2,12,3,33.6
2020,2,12,4,40.2
2020,2,12,5,45.1
2020,2,12,6,48.4
2020,2,12,7,57.4
2020,2,12,8,63.9
2020,2,12,9,58.6
2020,2,12,10,53.1
2020,2,12,11,31.3
2020,2,12,12,22.5
2020,2,12,13,13.1
2020,2,12,14,13.9
2020,2,12,15,12.6
2020,2,12,16,13.9
2020,2,12,17,16.3
2020,2,12,18,3
2020,2,12,19,4.8
2020,2,12,20,3.1
2020,2,12,21,5.5
2020,2,12,22,18.9
2020,2,12,23,39.7
2020,2,12,24,36.3
2020,2,13,1,24.5
2020,2,13,2,40.6
2020,2,13,3,31.9
2020,2,13,4,11.6
2020,2,13,5,0
2020,2,13,6,0
2020,2,13,7,0
2020,2,13,8,6.8
2020,2,13,9,14.5
2020,2,13,10,13.6
2020,2,13,11,12
2020,2,13,12,18.2
2020,2,13,13,27.5
2020,2,13,14,24.7
2020,2,13,15,23.9
2020,2,13,16,50.8
2020,2,13,17,63.7
2020,2,13,18,105
2020,2,13,19,135.4
2020,2,13,20,144.5
2020,2,13,21,147.3
2020,2,13,22,147.8
2020,2,13,23,147.6
2020,2,13,24,146.8
2020,2,14,1,145.9
2020,2,14,2,144.5
2020,2,14,3,139.9
2020,2,14,4,140.5
2020,2,14,5,139.4
2020,2,14,6,126.4
2020,2,14,7,109.7
2020,2,14,8,113.9
2020,2,14,9,105.1
2020,2,14,10,100.7
2020,2,14,11,97.5
2020,2,14,12,81.2
2020,2,14,13,66.5
2020,2,14,14,55.9
2020,2,14,15,50
2020,2,14,16,51.4
2020,2,14,17,73
2020,2,14,18,61
2020,2,14,19,71.2
2020,2,14,20,113.5
2020,2,14,21,98.6
2020,2,14,22,65.3
2020,2,14,23,46.1
2020,2,14,24,38.6
2020,2,15,1,27
2020,2,15,2,21.5
2020,2,15,3,18.6
2020,2,15,4,15.3
2020,2,15,5,14.3
2020,2,15,6,17
2020,2,15,7,20.8
2020,2,15,8,19.7
2020,2,15,9,16.5
2020,2,15,10,9.8
2020,2,15,11,4.6
2020,2,15,12,3.2
2020,2,15,13,2
2020,2,15,14,2.1
2020,2,15,15,2.3
2020,2,15,16,5.6
2020,2,15,17,4.5
2020,2,15,18,11.4
2020,2,15,19,17.4
2020,2,15,20,25
2020,2,15,21,18.9
