DateTime,SolarBusC
2020-01-01T00:06:24.0,0.0
2020-01-01T00:06:30.0,0.0
2020-01-01T00:06:36.0,-0.0
2020-01-01T00:06:42.0,-0.0
2020-01-01T00:06:48.0,0.0
2020-01-01T00:06:54.0,-0.0
2020-01-01T00:07:00.0,-0.0
2020-01-01T00:07:06.0,0.0
2020-01-01T00:07:12.0,-0.0
2020-01-01T00:07:18.0,0.0
2020-01-01T00:07:24.0,0.0
2020-01-01T00:07:30.0,0.0
2020-01-01T00:07:36.0,0.0
2020-01-01T00:07:42.0,-0.0
2020-01-01T00:07:48.0,0.0
2020-01-01T00:07:54.0,-0.0
2020-01-01T00:08:00.0,0.0
2020-01-01T00:08:06.0,0.0
2020-01-01T00:08:12.0,-0.0
2020-01-01T00:08:18.0,-0.0
2020-01-01T00:08:24.0,-0.0
2020-01-01T00:08:30.0,0.0
2020-01-01T00:08:36.0,0.0
2020-01-01T00:08:42.0,0.0
2020-01-01T00:08:48.0,-0.0
2020-01-01T00:08:54.0,-0.0
2020-01-01T00:09:00.0,-0.0
2020-01-01T00:09:06.0,-0.0
2020-01-01T00:09:12.0,0.0
2020-01-01T00:09:18.0,0.0
2020-01-01T00:09:24.0,0.0
2020-01-01T00:09:30.0,0.0
2020-01-01T00:09:36.0,-0.0
2020-01-01T00:09:42.0,-0.0
2020-01-01T00:09:48.0,0.0
2020-01-01T00:09:54.0,-0.0
2020-01-01T00:10:00.0,-0.0
2020-01-01T00:10:06.0,-0.0
2020-01-01T00:10:12.0,-0.0
2020-01-01T00:10:18.0,-0.0
2020-01-01T00:10:24.0,0.0
2020-01-01T00:10:30.0,-0.0
2020-01-01T00:10:36.0,0.0
2020-01-01T00:10:42.0,0.0
2020-01-01T00:10:48.0,0.0
2020-01-01T00:10:54.0,0.0
2020-01-01T00:11:00.0,0.0
2020-01-01T00:11:06.0,-0.0
2020-01-01T00:11:12.0,0.0
2020-01-01T00:11:18.0,-0.0
2020-01-01T00:11:24.0,0.0
2020-01-01T00:11:30.0,-0.0
2020-01-01T00:11:36.0,-0.0
2020-01-01T00:11:42.0,-0.0
2020-01-01T00:11:48.0,0.0
2020-01-01T00:11:54.0,-0.0
2020-01-01T00:12:00.0,-0.0
2020-01-01T00:12:06.0,0.0
2020-01-01T00:12:12.0,0.0
2020-01-01T00:12:18.0,-0.0
2020-01-01T00:12:24.0,0.0
2020-01-01T00:12:30.0,0.0
2020-01-01T00:12:36.0,0.0
2020-01-01T00:12:42.0,-0.0
2020-01-01T00:12:48.0,0.0
2020-01-01T00:12:54.0,-0.0
2020-01-01T00:13:00.0,-0.0
2020-01-01T00:13:06.0,-0.0
2020-01-01T00:13:12.0,-0.0
2020-01-01T00:13:18.0,0.0
2020-01-01T00:13:24.0,0.0
2020-01-01T00:13:30.0,-0.0
2020-01-01T00:13:36.0,-0.0
2020-01-01T00:13:42.0,0.0
2020-01-01T00:13:48.0,-0.0
2020-01-01T00:13:54.0,0.0
2020-01-01T00:14:00.0,-0.0
2020-01-01T00:14:06.0,0.0
2020-01-01T00:14:12.0,0.0
2020-01-01T00:14:18.0,0.0
2020-01-01T00:14:24.0,0.0
2020-01-01T00:14:30.0,-0.0
2020-01-01T00:14:36.0,0.0
2020-01-01T00:14:42.0,0.0
2020-01-01T00:14:48.0,-0.0
2020-01-01T00:14:54.0,-0.0
2020-01-01T00:15:00.0,0.0
2020-01-01T00:15:06.0,0.0
2020-01-01T00:15:12.0,-0.0
2020-01-01T00:15:18.0,0.0
2020-01-01T00:15:24.0,-0.0
2020-01-01T00:15:30.0,-0.0
2020-01-01T00:15:36.0,-0.0
2020-01-01T00:15:42.0,-0.0
2020-01-01T00:15:48.0,-0.0
2020-01-01T00:15:54.0,0.0
2020-01-01T00:16:00.0,-0.0
2020-01-01T00:16:06.0,0.0
2020-01-01T00:16:12.0,0.0
2020-01-01T00:16:18.0,-0.0
2020-01-01T00:16:24.0,0.0
2020-01-01T00:16:30.0,-0.0
2020-01-01T00:16:36.0,-0.0
2020-01-01T00:16:42.0,-0.0
2020-01-01T00:16:48.0,-0.0
2020-01-01T00:16:54.0,0.0
2020-01-01T00:17:00.0,-0.0
2020-01-01T00:17:06.0,-0.0
2020-01-01T00:17:12.0,0.0
2020-01-01T00:17:18.0,-0.0
2020-01-01T00:17:24.0,-0.0
2020-01-01T00:17:30.0,0.0
2020-01-01T00:17:36.0,0.0
2020-01-01T00:17:42.0,-0.0
2020-01-01T00:17:48.0,0.0
2020-01-01T00:17:54.0,-0.0
2020-01-01T00:18:00.0,0.0
2020-01-01T00:18:06.0,0.0
2020-01-01T00:18:12.0,0.0
2020-01-01T00:18:18.0,0.0
2020-01-01T00:18:24.0,0.0
2020-01-01T00:18:30.0,-0.0
2020-01-01T00:18:36.0,0.0
2020-01-01T00:18:42.0,-0.0
2020-01-01T00:18:48.0,-0.0
2020-01-01T00:18:54.0,0.0
2020-01-01T00:19:00.0,-0.0
2020-01-01T00:19:06.0,0.0
2020-01-01T00:19:12.0,0.0
2020-01-01T00:19:18.0,-0.0
2020-01-01T00:19:24.0,-0.0
2020-01-01T00:19:30.0,-0.0
2020-01-01T00:19:36.0,0.0
2020-01-01T00:19:42.0,0.0
2020-01-01T00:19:48.0,-0.0
2020-01-01T00:19:54.0,0.0
2020-01-01T00:20:00.0,0.0
2020-01-01T00:20:06.0,-0.0
2020-01-01T00:20:12.0,0.0
2020-01-01T00:20:18.0,-0.0
2020-01-01T00:20:24.0,0.0
2020-01-01T00:20:30.0,0.0
2020-01-01T00:20:36.0,0.0
2020-01-01T00:20:42.0,-0.0
2020-01-01T00:20:48.0,0.0
2020-01-01T00:20:54.0,-0.0
2020-01-01T00:21:00.0,-0.0
2020-01-01T00:21:06.0,-0.0
2020-01-01T00:21:12.0,-0.0
2020-01-01T00:21:18.0,0.0
2020-01-01T00:21:24.0,0.0
2020-01-01T00:21:30.0,0.0
2020-01-01T00:21:36.0,0.0
2020-01-01T00:21:42.0,0.0
2020-01-01T00:21:48.0,-0.0
2020-01-01T00:21:54.0,0.0
2020-01-01T00:22:00.0,0.0
2020-01-01T00:22:06.0,0.0
2020-01-01T00:22:12.0,-0.0
2020-01-01T00:22:18.0,0.0
2020-01-01T00:22:24.0,0.0
2020-01-01T00:22:30.0,0.0
2020-01-01T00:22:36.0,-0.0
2020-01-01T00:22:42.0,0.0
2020-01-01T00:22:48.0,0.0
2020-01-01T00:22:54.0,0.0
2020-01-01T00:23:00.0,0.0
2020-01-01T00:23:06.0,-0.0
2020-01-01T00:23:12.0,0.0
2020-01-01T00:23:18.0,-0.0
2020-01-01T00:23:24.0,-0.0
2020-01-01T00:23:30.0,-0.0
2020-01-01T00:23:36.0,0.0
2020-01-01T00:23:42.0,0.0
2020-01-01T00:23:48.0,0.0
2020-01-01T00:23:54.0,-0.0
2020-01-01T00:24:00.0,-0.0
2020-01-01T00:24:06.0,0.0
2020-01-01T00:24:12.0,-0.0
2020-01-01T00:24:18.0,-0.0
2020-01-01T00:24:24.0,-0.0
2020-01-01T00:24:30.0,-0.0
2020-01-01T00:24:36.0,-0.0
2020-01-01T00:24:42.0,0.0
2020-01-01T00:24:48.0,-0.0
2020-01-01T00:24:54.0,-0.0
2020-01-01T00:25:00.0,-0.0
2020-01-01T00:25:06.0,0.0
2020-01-01T00:25:12.0,-0.0
2020-01-01T00:25:18.0,-0.0
2020-01-01T00:25:24.0,-0.0
2020-01-01T00:25:30.0,0.0
2020-01-01T00:25:36.0,0.0
2020-01-01T00:25:42.0,-0.0
2020-01-01T00:25:48.0,0.0
2020-01-01T00:25:54.0,-0.0
2020-01-01T00:26:00.0,-0.0
2020-01-01T00:26:06.0,-0.0
2020-01-01T00:26:12.0,0.0
2020-01-01T00:26:18.0,0.0
2020-01-01T00:26:24.0,-0.0
2020-01-01T00:26:30.0,-0.0
2020-01-01T00:26:36.0,-0.0
2020-01-01T00:26:42.0,0.0
2020-01-01T00:26:48.0,-0.0
2020-01-01T00:26:54.0,0.0
2020-01-01T00:27:00.0,-0.0
2020-01-01T00:27:06.0,-0.0
2020-01-01T00:27:12.0,0.0
2020-01-01T00:27:18.0,0.0
2020-01-01T00:27:24.0,0.0
2020-01-01T00:27:30.0,0.0
2020-01-01T00:27:36.0,0.0
2020-01-01T00:27:42.0,0.0
2020-01-01T00:27:48.0,-0.0
2020-01-01T00:27:54.0,0.0
2020-01-01T00:28:00.0,0.0
2020-01-01T00:28:06.0,-0.0
2020-01-01T00:28:12.0,-0.0
2020-01-01T00:28:18.0,-0.0
2020-01-01T00:28:24.0,0.0
2020-01-01T00:28:30.0,-0.0
2020-01-01T00:28:36.0,0.0
2020-01-01T00:28:42.0,-0.0
2020-01-01T00:28:48.0,-0.0
2020-01-01T00:28:54.0,0.0
2020-01-01T00:29:00.0,0.0
2020-01-01T00:29:06.0,-0.0
2020-01-01T00:29:12.0,-0.0
2020-01-01T00:29:18.0,0.0
2020-01-01T00:29:24.0,0.0
2020-01-01T00:29:30.0,0.0
2020-01-01T00:29:36.0,-0.0
2020-01-01T00:29:42.0,-0.0
2020-01-01T00:29:48.0,-0.0
2020-01-01T00:29:54.0,-0.0
2020-01-01T00:30:00.0,-0.0
2020-01-01T00:30:06.0,0.0
2020-01-01T00:30:12.0,-0.0
2020-01-01T00:30:18.0,0.0
2020-01-01T00:30:24.0,-0.0
2020-01-01T00:30:30.0,-0.0
2020-01-01T00:30:36.0,0.0
2020-01-01T00:30:42.0,0.0
2020-01-01T00:30:48.0,0.0
2020-01-01T00:30:54.0,0.0
2020-01-01T00:31:00.0,0.0
2020-01-01T00:31:06.0,0.0
2020-01-01T00:31:12.0,0.0
2020-01-01T00:31:18.0,-0.0
2020-01-01T00:31:24.0,-0.0
2020-01-01T00:31:30.0,0.0
2020-01-01T00:31:36.0,-0.0
2020-01-01T00:31:42.0,-0.0
2020-01-01T00:31:48.0,-0.0
2020-01-01T00:31:54.0,-0.0
2020-01-01T00:32:00.0,0.0
2020-01-01T00:32:06.0,0.0
2020-01-01T00:32:12.0,0.0
2020-01-01T00:32:18.0,-0.0
2020-01-01T00:32:24.0,0.0
2020-01-01T00:32:30.0,0.0
2020-01-01T00:32:36.0,0.0
2020-01-01T00:32:42.0,-0.0
2020-01-01T00:32:48.0,0.0
2020-01-01T00:32:54.0,0.0
2020-01-01T00:33:00.0,-0.0
2020-01-01T00:33:06.0,0.0
2020-01-01T00:33:12.0,-0.0
2020-01-01T00:33:18.0,-0.0
2020-01-01T00:33:24.0,-0.0
2020-01-01T00:33:30.0,0.0
2020-01-01T00:33:36.0,0.0
2020-01-01T00:33:42.0,0.0
2020-01-01T00:33:48.0,0.0
2020-01-01T00:33:54.0,0.0
2020-01-01T00:34:00.0,-0.0
2020-01-01T00:34:06.0,-0.0
2020-01-01T00:34:12.0,-0.0
2020-01-01T00:34:18.0,0.0
2020-01-01T00:34:24.0,-0.0
2020-01-01T00:34:30.0,0.0
2020-01-01T00:34:36.0,0.0
2020-01-01T00:34:42.0,-0.0
2020-01-01T00:34:48.0,-0.0
2020-01-01T00:34:54.0,-0.0
2020-01-01T00:35:00.0,-0.0
2020-01-01T00:35:06.0,-0.0
2020-01-01T00:35:12.0,-0.0
2020-01-01T00:35:18.0,-0.0
2020-01-01T00:35:24.0,-0.0
2020-01-01T00:35:30.0,-0.0
2020-01-01T00:35:36.0,0.0
2020-01-01T00:35:42.0,-0.0
2020-01-01T00:35:48.0,-0.0
2020-01-01T00:35:54.0,0.0
2020-01-01T00:36:00.0,0.0
2020-01-01T00:36:06.0,0.0
2020-01-01T00:36:12.0,-0.0
2020-01-01T00:36:18.0,-0.0
2020-01-01T00:36:24.0,0.0
2020-01-01T00:36:30.0,-0.0
2020-01-01T00:36:36.0,-0.0
2020-01-01T00:36:42.0,0.0
2020-01-01T00:36:48.0,-0.0
2020-01-01T00:36:54.0,0.0
2020-01-01T00:37:00.0,-0.0
2020-01-01T00:37:06.0,0.0
2020-01-01T00:37:12.0,0.0
2020-01-01T00:37:18.0,-0.0
2020-01-01T00:37:24.0,0.0
2020-01-01T00:37:30.0,-0.0
2020-01-01T00:37:36.0,0.0
2020-01-01T00:37:42.0,0.0
2020-01-01T00:37:48.0,0.0
2020-01-01T00:37:54.0,0.0
2020-01-01T00:38:00.0,0.0
2020-01-01T00:38:06.0,0.0
2020-01-01T00:38:12.0,0.0
2020-01-01T00:38:18.0,0.0
2020-01-01T00:38:24.0,-0.0
2020-01-01T00:38:30.0,0.0
2020-01-01T00:38:36.0,0.0
2020-01-01T00:38:42.0,-0.0
2020-01-01T00:38:48.0,-0.0
2020-01-01T00:38:54.0,0.0
2020-01-01T00:39:00.0,0.0
2020-01-01T00:39:06.0,-0.0
2020-01-01T00:39:12.0,0.0
2020-01-01T00:39:18.0,0.0
2020-01-01T00:39:24.0,0.0
2020-01-01T00:39:30.0,0.0
2020-01-01T00:39:36.0,-0.0
2020-01-01T00:39:42.0,-0.0
2020-01-01T00:39:48.0,0.0
2020-01-01T00:39:54.0,-0.0
2020-01-01T00:40:00.0,-0.0
2020-01-01T00:40:06.0,-0.0
2020-01-01T00:40:12.0,0.0
2020-01-01T00:40:18.0,-0.0
2020-01-01T00:40:24.0,0.0
2020-01-01T00:40:30.0,0.0
2020-01-01T00:40:36.0,0.0
2020-01-01T00:40:42.0,0.0
2020-01-01T00:40:48.0,0.0
2020-01-01T00:40:54.0,0.0
2020-01-01T00:41:00.0,-0.0
2020-01-01T00:41:06.0,0.0
2020-01-01T00:41:12.0,0.0
2020-01-01T00:41:18.0,0.0
2020-01-01T00:41:24.0,0.0
2020-01-01T00:41:30.0,0.0
2020-01-01T00:41:36.0,0.0
2020-01-01T00:41:42.0,0.0
2020-01-01T00:41:48.0,0.0
2020-01-01T00:41:54.0,0.0
2020-01-01T00:42:00.0,-0.0
2020-01-01T00:42:06.0,-0.0
2020-01-01T00:42:12.0,0.0
2020-01-01T00:42:18.0,0.0
2020-01-01T00:42:24.0,-0.0
2020-01-01T00:42:30.0,-0.0
2020-01-01T00:42:36.0,-0.0
2020-01-01T00:42:42.0,-0.0
2020-01-01T00:42:48.0,-0.0
2020-01-01T00:42:54.0,0.0
2020-01-01T00:43:00.0,0.0
2020-01-01T00:43:06.0,-0.0
2020-01-01T00:43:12.0,0.0
2020-01-01T00:43:18.0,-0.0
2020-01-01T00:43:24.0,0.0
2020-01-01T00:43:30.0,-0.0
2020-01-01T00:43:36.0,-0.0
2020-01-01T00:43:42.0,-0.0
2020-01-01T00:43:48.0,0.0
2020-01-01T00:43:54.0,-0.0
2020-01-01T00:44:00.0,-0.0
2020-01-01T00:44:06.0,-0.0
2020-01-01T00:44:12.0,0.0
2020-01-01T00:44:18.0,-0.0
2020-01-01T00:44:24.0,-0.0
2020-01-01T00:44:30.0,-0.0
2020-01-01T00:44:36.0,0.0
2020-01-01T00:44:42.0,-0.0
2020-01-01T00:44:48.0,0.0
2020-01-01T00:44:54.0,-0.0
2020-01-01T00:45:00.0,0.0
2020-01-01T00:45:06.0,0.0
2020-01-01T00:45:12.0,0.0
2020-01-01T00:45:18.0,0.0
2020-01-01T00:45:24.0,0.0
2020-01-01T00:45:30.0,-0.0
2020-01-01T00:45:36.0,0.0
2020-01-01T00:45:42.0,0.0
2020-01-01T00:45:48.0,0.0
2020-01-01T00:45:54.0,-0.0
2020-01-01T00:46:00.0,0.0
2020-01-01T00:46:06.0,0.0
2020-01-01T00:46:12.0,0.0
2020-01-01T00:46:18.0,-0.0
2020-01-01T00:46:24.0,0.0
2020-01-01T00:46:30.0,0.0
2020-01-01T00:46:36.0,0.0
2020-01-01T00:46:42.0,0.0
2020-01-01T00:46:48.0,0.0
2020-01-01T00:46:54.0,0.0
2020-01-01T00:47:00.0,-0.0
2020-01-01T00:47:06.0,0.0
2020-01-01T00:47:12.0,0.0
2020-01-01T00:47:18.0,0.0
2020-01-01T00:47:24.0,-0.0
2020-01-01T00:47:30.0,0.0
2020-01-01T00:47:36.0,0.0
2020-01-01T00:47:42.0,0.0
2020-01-01T00:47:48.0,0.0
2020-01-01T00:47:54.0,0.0
2020-01-01T00:48:00.0,0.0
2020-01-01T00:48:06.0,-0.0
2020-01-01T00:48:12.0,0.0
2020-01-01T00:48:18.0,0.0
2020-01-01T00:48:24.0,-0.0
2020-01-01T00:48:30.0,-0.0
2020-01-01T00:48:36.0,-0.0
2020-01-01T00:48:42.0,0.0
2020-01-01T00:48:48.0,-0.0
2020-01-01T00:48:54.0,-0.0
2020-01-01T00:49:00.0,0.0
2020-01-01T00:49:06.0,-0.0
2020-01-01T00:49:12.0,0.0
2020-01-01T00:49:18.0,0.0
2020-01-01T00:49:24.0,0.0
2020-01-01T00:49:30.0,-0.0
2020-01-01T00:49:36.0,-0.0
2020-01-01T00:49:42.0,0.0
2020-01-01T00:49:48.0,-0.0
2020-01-01T00:49:54.0,0.0
2020-01-01T00:50:00.0,0.0
2020-01-01T00:50:06.0,0.0
2020-01-01T00:50:12.0,0.0
2020-01-01T00:50:18.0,-0.0
2020-01-01T00:50:24.0,0.0
2020-01-01T00:50:30.0,-0.0
2020-01-01T00:50:36.0,0.0
2020-01-01T00:50:42.0,-0.0
2020-01-01T00:50:48.0,-0.0
2020-01-01T00:50:54.0,0.0
2020-01-01T00:51:00.0,-0.0
2020-01-01T00:51:06.0,-0.0
2020-01-01T00:51:12.0,-0.0
2020-01-01T00:51:18.0,-0.0
2020-01-01T00:51:24.0,-0.0
2020-01-01T00:51:30.0,0.0
2020-01-01T00:51:36.0,0.0
2020-01-01T00:51:42.0,-0.0
2020-01-01T00:51:48.0,0.0
2020-01-01T00:51:54.0,0.0
2020-01-01T00:52:00.0,0.0
2020-01-01T00:52:06.0,0.0
2020-01-01T00:52:12.0,0.0
2020-01-01T00:52:18.0,0.0
2020-01-01T00:52:24.0,0.0
2020-01-01T00:52:30.0,0.0
2020-01-01T00:52:36.0,-0.0
2020-01-01T00:52:42.0,0.0
2020-01-01T00:52:48.0,-0.0
2020-01-01T00:52:54.0,-0.0
2020-01-01T00:53:00.0,-0.0
2020-01-01T00:53:06.0,-0.0
2020-01-01T00:53:12.0,0.0
2020-01-01T00:53:18.0,0.0
2020-01-01T00:53:24.0,0.0
2020-01-01T00:53:30.0,0.0
2020-01-01T00:53:36.0,-0.0
2020-01-01T00:53:42.0,0.0
2020-01-01T00:53:48.0,-0.0
2020-01-01T00:53:54.0,-0.0
2020-01-01T00:54:00.0,-0.0
2020-01-01T00:54:06.0,0.0
2020-01-01T00:54:12.0,0.0
2020-01-01T00:54:18.0,-0.0
2020-01-01T00:54:24.0,-0.0
2020-01-01T00:54:30.0,0.0
2020-01-01T00:54:36.0,0.0
2020-01-01T00:54:42.0,0.0
2020-01-01T00:54:48.0,0.0
2020-01-01T00:54:54.0,-0.0
2020-01-01T00:55:00.0,-0.0
2020-01-01T00:55:06.0,-0.0
2020-01-01T00:55:12.0,-0.0
2020-01-01T00:55:18.0,0.0
2020-01-01T00:55:24.0,0.0
2020-01-01T00:55:30.0,-0.0
2020-01-01T00:55:36.0,-0.0
2020-01-01T00:55:42.0,-0.0
2020-01-01T00:55:48.0,0.0
2020-01-01T00:55:54.0,-0.0
2020-01-01T00:56:00.0,-0.0
2020-01-01T00:56:06.0,0.0
2020-01-01T00:56:12.0,-0.0
2020-01-01T00:56:18.0,0.0
2020-01-01T00:56:24.0,0.0
2020-01-01T00:56:30.0,0.0
2020-01-01T00:56:36.0,0.0
2020-01-01T00:56:42.0,0.0
2020-01-01T00:56:48.0,-0.0
2020-01-01T00:56:54.0,0.0
2020-01-01T00:57:00.0,-0.0
2020-01-01T00:57:06.0,0.0
2020-01-01T00:57:12.0,-0.0
2020-01-01T00:57:18.0,0.0
2020-01-01T00:57:24.0,-0.0
2020-01-01T00:57:30.0,-0.0
2020-01-01T00:57:36.0,-0.0
2020-01-01T00:57:42.0,-0.0
2020-01-01T00:57:48.0,-0.0
2020-01-01T00:57:54.0,0.0
2020-01-01T00:58:00.0,0.0
2020-01-01T00:58:06.0,0.0
2020-01-01T00:58:12.0,0.0
2020-01-01T00:58:18.0,-0.0
2020-01-01T00:58:24.0,-0.0
2020-01-01T00:58:30.0,-0.0
2020-01-01T00:58:36.0,-0.0
2020-01-01T00:58:42.0,0.0
2020-01-01T00:58:48.0,0.0
2020-01-01T00:58:54.0,-0.0
2020-01-01T00:59:00.0,-0.0
2020-01-01T00:59:06.0,0.0
2020-01-01T00:59:12.0,-0.0
2020-01-01T00:59:18.0,-0.0
2020-01-01T00:59:24.0,-0.0
2020-01-01T00:59:30.0,0.0
2020-01-01T00:59:36.0,0.0
2020-01-01T00:59:42.0,-0.0
2020-01-01T00:59:48.0,-0.0
2020-01-01T00:59:54.0,-0.0
2020-01-01T01:00:00.0,0.0
2020-01-01T01:00:06.0,0.0
2020-01-01T01:00:12.0,-0.0
2020-01-01T01:00:18.0,0.0
2020-01-01T01:00:24.0,-0.0
2020-01-01T01:00:30.0,-0.0
2020-01-01T01:00:36.0,0.0
2020-01-01T01:00:42.0,0.0
2020-01-01T01:00:48.0,0.0
2020-01-01T01:00:54.0,-0.0
2020-01-01T01:01:00.0,0.0
2020-01-01T01:01:06.0,0.0
2020-01-01T01:01:12.0,-0.0
2020-01-01T01:01:18.0,-0.0
2020-01-01T01:01:24.0,0.0
2020-01-01T01:01:30.0,-0.0
2020-01-01T01:01:36.0,0.0
2020-01-01T01:01:42.0,-0.0
2020-01-01T01:01:48.0,0.0
2020-01-01T01:01:54.0,0.0
2020-01-01T01:02:00.0,-0.0
2020-01-01T01:02:06.0,0.0
2020-01-01T01:02:12.0,0.0
2020-01-01T01:02:18.0,-0.0
2020-01-01T01:02:24.0,0.0
2020-01-01T01:02:30.0,-0.0
2020-01-01T01:02:36.0,0.0
2020-01-01T01:02:42.0,0.0
2020-01-01T01:02:48.0,0.0
2020-01-01T01:02:54.0,0.0
2020-01-01T01:03:00.0,0.0
2020-01-01T01:03:06.0,0.0
2020-01-01T01:03:12.0,0.0
2020-01-01T01:03:18.0,-0.0
2020-01-01T01:03:24.0,0.0
2020-01-01T01:03:30.0,-0.0
2020-01-01T01:03:36.0,0.0
2020-01-01T01:03:42.0,0.0
2020-01-01T01:03:48.0,0.0
2020-01-01T01:03:54.0,-0.0
2020-01-01T01:04:00.0,-0.0
2020-01-01T01:04:06.0,0.0
2020-01-01T01:04:12.0,0.0
2020-01-01T01:04:18.0,-0.0
2020-01-01T01:04:24.0,-0.0
2020-01-01T01:04:30.0,-0.0
2020-01-01T01:04:36.0,-0.0
2020-01-01T01:04:42.0,-0.0
2020-01-01T01:04:48.0,-0.0
2020-01-01T01:04:54.0,0.0
2020-01-01T01:05:00.0,-0.0
2020-01-01T01:05:06.0,0.0
2020-01-01T01:05:12.0,0.0
2020-01-01T01:05:18.0,0.0
2020-01-01T01:05:24.0,0.0
2020-01-01T01:05:30.0,-0.0
2020-01-01T01:05:36.0,-0.0
2020-01-01T01:05:42.0,0.0
2020-01-01T01:05:48.0,-0.0
2020-01-01T01:05:54.0,0.0
2020-01-01T01:06:00.0,0.0
2020-01-01T01:06:06.0,0.0
2020-01-01T01:06:12.0,0.0
2020-01-01T01:06:18.0,-0.0
2020-01-01T01:06:24.0,-0.0
2020-01-01T01:06:30.0,-0.0
2020-01-01T01:06:36.0,-0.0
2020-01-01T01:06:42.0,0.0
2020-01-01T01:06:48.0,0.0
2020-01-01T01:06:54.0,0.0
2020-01-01T01:07:00.0,-0.0
2020-01-01T01:07:06.0,-0.0
2020-01-01T01:07:12.0,-0.0
2020-01-01T01:07:18.0,-0.0
2020-01-01T01:07:24.0,0.0
2020-01-01T01:07:30.0,0.0
2020-01-01T01:07:36.0,-0.0
2020-01-01T01:07:42.0,0.0
2020-01-01T01:07:48.0,-0.0
2020-01-01T01:07:54.0,-0.0
2020-01-01T01:08:00.0,-0.0
2020-01-01T01:08:06.0,-0.0
2020-01-01T01:08:12.0,0.0
2020-01-01T01:08:18.0,0.0
2020-01-01T01:08:24.0,-0.0
2020-01-01T01:08:30.0,-0.0
2020-01-01T01:08:36.0,0.0
2020-01-01T01:08:42.0,-0.0
2020-01-01T01:08:48.0,-0.0
2020-01-01T01:08:54.0,-0.0
2020-01-01T01:09:00.0,0.0
2020-01-01T01:09:06.0,-0.0
2020-01-01T01:09:12.0,0.0
2020-01-01T01:09:18.0,0.0
2020-01-01T01:09:24.0,-0.0
2020-01-01T01:09:30.0,-0.0
2020-01-01T01:09:36.0,-0.0
2020-01-01T01:09:42.0,-0.0
2020-01-01T01:09:48.0,0.0
2020-01-01T01:09:54.0,-0.0
2020-01-01T01:10:00.0,-0.0
2020-01-01T01:10:06.0,0.0
2020-01-01T01:10:12.0,0.0
2020-01-01T01:10:18.0,0.0
2020-01-01T01:10:24.0,0.0
2020-01-01T01:10:30.0,0.0
2020-01-01T01:10:36.0,0.0
2020-01-01T01:10:42.0,-0.0
2020-01-01T01:10:48.0,0.0
2020-01-01T01:10:54.0,0.0
2020-01-01T01:11:00.0,-0.0
2020-01-01T01:11:06.0,0.0
2020-01-01T01:11:12.0,0.0
2020-01-01T01:11:18.0,-0.0
2020-01-01T01:11:24.0,0.0
2020-01-01T01:11:30.0,0.0
2020-01-01T01:11:36.0,0.0
