Year,Month,Day,Period,1,2,3
2020,1,1,121,1071.384685,1193.283582,1664.367726
2020,1,1,122,1072.033223,1188.80597,1668.850267
2020,1,1,123,1071.060416,1187.462687,1673.332809
2020,1,1,124,1067.493458,1183.880597,1676.470588
2020,1,1,125,1063.926499,1181.641791,1680.504876
2020,1,1,126,1062.629423,1179.402985,1683.642655
2020,1,1,127,1059.711002,1175.820896,1680.056622
2020,1,1,128,1055.819775,1173.134328,1683.194401
2020,1,1,129,1053.225623,1172.238806,1681.401384
2020,1,1,130,1050.631471,1171.343284,1684.539163
2020,1,1,131,1050.95574,1170,1686.33218
2020,1,1,132,1049.010126,1170,1687.676942
2020,1,1,133,1045.767437,1171.791045,1697.986788
2020,1,1,134,1044.146092,1174.477612,1700.228059
2020,1,1,135,1044.146092,1175.373134,1704.710601
2020,1,1,136,1043.173285,1172.686567,1701.124567
2020,1,1,137,1041.55194,1173.134328,1702.46933
2020,1,1,138,1040.254864,1172.238806,1703.365838
2020,1,1,139,1039.930595,1170.895522,1702.46933
2020,1,1,140,1037.336443,1170.447761,1704.710601
2020,1,1,141,1037.012174,1168.208955,1703.365838
2020,1,1,142,1034.742292,1170.895522,1698.883297
2020,1,1,143,1028.90545,1170.895522,1697.538534
2020,1,1,144,1026.635567,1170.895522,1696.642026
2020,1,1,145,1025.338491,1172.238806,1691.71123
2020,1,1,146,1023.717146,1174.029851,1691.262976
2020,1,1,147,1025.66276,1174.477612,1687.228688
2020,1,1,148,1023.717146,1174.477612,1691.262976
2020,1,1,149,1020.474457,1174.925373,1687.228688
2020,1,1,150,1019.177381,1173.58209,1688.125197
2020,1,1,151,1016.583229,1172.238806,1687.676942
2020,1,1,152,1017.556036,1173.134328,1689.469959
2020,1,1,153,1016.25896,1172.686567,1686.780434
2020,1,1,154,1014.637615,1172.238806,1689.469959
2020,1,1,155,1012.043463,1169.104478,1685.883926
2020,1,1,156,1011.070657,1169.104478,1686.33218
2020,1,1,157,1012.692001,1169.552239,1691.71123
2020,1,1,158,1011.719194,1170,1690.814722
2020,1,1,159,1008.152236,1168.656716,1692.159484
2020,1,1,160,1011.070657,1157.462687,1690.814722
2020,1,1,161,1009.125043,1153.880597,1693.504247
2020,1,1,162,1007.179429,1154.328358,1695.745517
2020,1,1,163,1003.936739,1152.089552,1693.952501
2020,1,1,164,1000.045511,1155.223881,1698.435042
2020,1,1,165,999.3969735,1159.253731,1693.055992
2020,1,1,166,1003.936739,1159.253731,1693.055992
2020,1,1,167,1005.558084,1158.358209,1692.159484
2020,1,1,168,1001.666856,1157.910448,1691.71123
2020,1,1,169,1001.991125,1155.223881,1681.849638
2020,1,1,170,1001.991125,1155.223881,1683.194401
2020,1,1,171,1002.639663,1154.776119,1682.746147
2020,1,1,172,1001.018318,1155.223881,1678.263605
2020,1,1,173,1001.342587,1155.223881,1676.918842
2020,1,1,174,1002.639663,1153.880597,1675.125826
2020,1,1,175,1000.694049,1153.880597,1674.677572
2020,1,1,176,1000.36978,1153.880597,1671.988047
2020,1,1,177,998.7484355,1154.776119,1673.332809
2020,1,1,178,999.3969735,1156.119403,1669.746776
2020,1,1,179,996.4785527,1157.462687,1663.471217
2020,1,1,180,997.1270907,1157.014925,1664.81598
2020,1,1,181,992.911594,1160.149254,1662.574709
2020,1,1,182,992.5873251,1160.597015,1658.092167
2020,1,1,183,992.5873251,1159.253731,1653.609626
2020,1,1,184,995.8300148,1161.492537,1652.713117
2020,1,1,185,997.1270907,1161.044776,1651.816609
2020,1,1,186,999.3969735,1158.358209,1650.471846
2020,1,1,187,1001.991125,1161.492537,1648.230576
2020,1,1,188,1003.61247,1160.149254,1646.885813
2020,1,1,189,1008.800774,1159.253731,1643.29978
2020,1,1,190,1015.934691,1159.253731,1643.748034
2020,1,1,191,1019.50165,1157.910448,1643.748034
2020,1,1,192,1026.959836,1157.462687,1645.092796
2020,1,1,193,1034.418023,1145.820896,1648.230576
2020,1,1,194,1041.55194,1148.955224,1652.264863
2020,1,1,195,1050.307202,1154.328358,1651.816609
2020,1,1,196,1057.44112,1161.492537,1654.05788
2020,1,1,197,1064.899306,1168.208955,1663.919472
2020,1,1,198,1071.708954,1175.373134,1670.643284
2020,1,1,199,1081.112755,1184.776119,1679.160113
2020,1,1,200,1086.625327,1197.313433,1689.918213
2020,1,1,201,1092.786438,1212.537313,1703.365838
2020,1,1,202,1104.135852,1230.447761,1713.675684
2020,1,1,203,1113.863921,1250.597015,1732.054105
2020,1,1,204,1120.3493,1268.059701,1744.156968
2020,1,1,205,1134.292866,1309.253731,1843.669393
2020,1,1,206,1143.696666,1328.955224,1856.668764
2020,1,1,207,1149.857777,1348.656716,1866.97861
2020,1,1,208,1157.964501,1368.358209,1872.805914
2020,1,1,209,1162.504267,1386.716418,1884.012268
2020,1,1,210,1171.259529,1405.074627,1884.908776
2020,1,1,211,1179.690522,1422.537313,1884.908776
2020,1,1,212,1187.472978,1435.522388,1892.529097
2020,1,1,213,1199.47093,1449.850746,1890.287826
2020,1,1,214,1210.171806,1461.044776,1887.150047
2020,1,1,215,1216.008647,1475.373134,1887.598301
2020,1,1,216,1216.657185,1485.671642,1887.150047
2020,1,1,217,1199.146661,1461.492537,1849.048443
2020,1,1,218,1194.282626,1456.567164,1857.565272
2020,1,1,219,1187.472978,1448.955224,1862.047814
2020,1,1,220,1179.690522,1442.238806,1868.323372
2020,1,1,221,1171.259529,1432.835821,1868.323372
2020,1,1,222,1163.801343,1425.223881,1862.047814
2020,1,1,223,1155.370349,1418.955224,1857.117018
2020,1,1,224,1148.88497,1412.238806,1846.358918
2020,1,1,225,1145.966549,1405.970149,1836.497326
2020,1,1,226,1143.048128,1403.731343,1832.463039
2020,1,1,227,1142.075321,1400.597015,1831.56653
2020,1,1,228,1142.075321,1399.253731,1822.153193
2020,1,1,229,1148.88497,1410.895522,1811.395093
2020,1,1,230,1147.912163,1410.895522,1801.981755
2020,1,1,231,1148.560701,1410.895522,1799.740484
2020,1,1,232,1148.88497,1410.447761,1794.809689
2020,1,1,233,1147.912163,1410,1794.361434
2020,1,1,234,1146.615087,1410.447761,1790.775401
2020,1,1,235,1145.64228,1409.104478,1786.741114
2020,1,1,236,1144.993742,1406.865672,1781.362064
2020,1,1,237,1144.020935,1401.044776,1778.672539
2020,1,1,238,1143.372397,1394.776119,1774.638251
2020,1,1,239,1139.48117,1389.850746,1768.362693
2020,1,1,240,1137.535556,1384.925373,1763.431897
2020,1,1,241,1135.589942,1387.164179,1737.433155
2020,1,1,242,1132.347252,1385.373134,1726.226801
2020,1,1,243,1129.104563,1383.58209,1725.330293
2020,1,1,244,1125.537604,1381.343284,1718.60648
2020,1,1,245,1120.673569,1379.104478,1715.020447
2020,1,1,246,1115.809535,1374.179104,1713.675684
2020,1,1,247,1108.675617,1370.149254,1709.193142
2020,1,1,248,1101.217431,1365.223881,1700.228059
2020,1,1,249,1093.434976,1358.955224,1693.504247
2020,1,1,250,1085.328251,1353.58209,1686.780434
2020,1,1,251,1077.870065,1346.865672,1677.815351
2020,1,1,252,1070.736147,1340.597015,1669.298522
2020,1,1,253,1061.008078,1331.641791,1633.886442
2020,1,1,254,1059.711002,1325.820896,1628.955646
2020,1,1,255,1055.171237,1318.656716,1618.645801
2020,1,1,256,1047.388781,1311.940299,1612.370242
2020,1,1,257,1038.30925,1305.223881,1606.094684
2020,1,1,258,1031.499602,1296.268657,1597.577855
2020,1,1,259,1024.365684,1292.686567,1589.061025
2020,1,1,260,1018.204574,1283.731343,1580.095942
2020,1,1,261,1011.070657,1277.462687,1572.475621
2020,1,1,262,1004.909546,1270.746269,1567.99308
2020,1,1,263,998.0998976,1263.58209,1558.131488
2020,1,1,264,986.1019456,1255.522388,1546.028625
2020,1,1,265,977.9952213,1247.462687,1515.099088
2020,1,1,266,970.8613039,1238.059701,1504.340988
2020,1,1,267,964.7001934,1231.343284,1496.720667
2020,1,1,268,961.1332347,1224.626866,1487.307329
2020,1,1,269,954.6478553,1217.014925,1476.100975
2020,1,1,270,948.4867448,1211.641791,1462.205096
2020,1,1,271,942.9741723,1204.925373,1451.446996
2020,1,1,272,938.1101377,1195.970149,1441.13715
2020,1,1,273,933.5703721,1190.149254,1429.034288
2020,1,1,274,932.2732962,1185.671642,1417.379679
2020,1,1,275,930.0034134,1181.19403,1405.725071
2020,1,1,276,926.4364547,1174.477612,1395.415225
2020,1,1,277,926.1121857,1165.970149,1379.278075
2020,1,1,278,921.2481511,1160.149254,1362.692671
2020,1,1,279,919.6268062,1152.985075,1352.382825
2020,1,1,280,916.7083855,1149.402985,1339.831708
2020,1,1,281,914.1142337,1142.686567,1331.763133
2020,1,1,282,910.871544,1136.865672,1317.419
2020,1,1,283,910.223006,1132.835821,1310.246933
2020,1,1,284,906.6560473,1127.014925,1299.937087
2020,1,1,285,906.3317784,1122.537313,1288.282479
2020,1,1,286,904.7104335,1118.955224,1280.662158
2020,1,1,287,902.4405507,1113.58209,1273.490091
2020,1,1,288,899.197861,1114.477612,1262.283737
