Year,Month,Day,Period,HydroDispatch1,HydroDispatch2,HydroDispatch3
2020,1,1,100,3.8,3.8,3.8
2020,1,1,101,3.8,3.8,3.8
2020,1,1,102,3.8,3.8,3.8
2020,1,1,103,3.8,3.8,3.8
2020,1,1,104,3.8,3.8,3.8
2020,1,1,105,3.8,3.8,3.8
2020,1,1,106,3.8,3.8,3.8
2020,1,1,107,3.8,3.8,3.8
2020,1,1,108,3.8,3.8,3.8
2020,1,1,109,3.8,3.8,3.8
2020,1,1,110,3.8,3.8,3.8
2020,1,1,111,3.8,3.8,3.8
2020,1,1,112,3.8,3.8,3.8
2020,1,1,113,3.8,3.8,3.8
2020,1,1,114,3.8,3.8,3.8
2020,1,1,115,3.8,3.8,3.8
2020,1,1,116,3.8,3.8,3.8
2020,1,1,117,3.8,3.8,3.8
2020,1,1,118,3.8,3.8,3.8
2020,1,1,119,3.8,3.8,3.8
2020,1,1,120,3.8,3.8,3.8
2020,1,1,121,3.8,3.8,3.8
2020,1,1,122,3.8,3.8,3.8
2020,1,1,123,3.8,3.8,3.8
2020,1,1,124,3.8,3.8,3.8
2020,1,1,125,3.8,3.8,3.8
2020,1,1,126,3.8,3.8,3.8
2020,1,1,127,3.8,3.8,3.8
2020,1,1,128,3.8,3.8,3.8
2020,1,1,129,3.8,3.8,3.8
2020,1,1,130,3.8,3.8,3.8
2020,1,1,131,3.8,3.8,3.8
2020,1,1,132,3.8,3.8,3.8
2020,1,1,133,3.8,3.8,3.8
2020,1,1,134,3.8,3.8,3.8
2020,1,1,135,3.8,3.8,3.8
2020,1,1,136,3.8,3.8,3.8
2020,1,1,137,3.8,3.8,3.8
2020,1,1,138,3.8,3.8,3.8
2020,1,1,139,3.8,3.8,3.8
2020,1,1,140,3.8,3.8,3.8
2020,1,1,141,3.8,3.8,3.8
2020,1,1,142,3.8,3.8,3.8
2020,1,1,143,3.8,3.8,3.8
2020,1,1,144,3.8,3.8,3.8
2020,1,1,145,3.8,3.8,3.8
2020,1,1,146,3.8,3.8,3.8
2020,1,1,147,3.8,3.8,3.8
2020,1,1,148,3.8,3.8,3.8
2020,1,1,149,3.8,3.8,3.8
2020,1,1,150,3.8,3.8,3.8
2020,1,1,151,3.8,3.8,3.8
2020,1,1,152,3.8,3.8,3.8
2020,1,1,153,3.8,3.8,3.8
2020,1,1,154,3.8,3.8,3.8
2020,1,1,155,3.8,3.8,3.8
2020,1,1,156,3.8,3.8,3.8
2020,1,1,157,3.833,3.833,3.833
2020,1,1,158,3.867,3.867,3.867
2020,1,1,159,3.9,3.9,3.9
2020,1,1,160,3.933,3.933,3.933
2020,1,1,161,3.967,3.967,3.967
2020,1,1,162,4,4,4
2020,1,1,163,4.033,4.033,4.033
2020,1,1,164,4.067,4.067,4.067
2020,1,1,165,4.1,4.1,4.1
2020,1,1,166,4.133,4.133,4.133
2020,1,1,167,4.167,4.167,4.167
2020,1,1,168,4.2,4.2,4.2
2020,1,1,169,4.2,4.2,4.2
2020,1,1,170,4.2,4.2,4.2
2020,1,1,171,4.2,4.2,4.2
2020,1,1,172,4.2,4.2,4.2
2020,1,1,173,4.2,4.2,4.2
2020,1,1,174,4.2,4.2,4.2
2020,1,1,175,4.2,4.2,4.2
2020,1,1,176,4.2,4.2,4.2
2020,1,1,177,4.2,4.2,4.2
2020,1,1,178,4.2,4.2,4.2
2020,1,1,179,4.2,4.2,4.2
2020,1,1,180,4.2,4.2,4.2
2020,1,1,181,4.95,4.95,4.95
2020,1,1,182,5.7,5.7,5.7
2020,1,1,183,6.45,6.45,6.45
2020,1,1,184,7.2,7.2,7.2
2020,1,1,185,7.95,7.95,7.95
2020,1,1,186,8.7,8.7,8.7
2020,1,1,187,9.45,9.45,9.45
2020,1,1,188,10.2,10.2,10.2
2020,1,1,189,10.95,10.95,10.95
2020,1,1,190,11.7,11.7,11.7
2020,1,1,191,12.45,12.45,12.45
2020,1,1,192,13.2,13.2,13.2
2020,1,1,193,13.158,13.158,13.158
2020,1,1,194,13.117,13.117,13.117
2020,1,1,195,13.075,13.075,13.075
2020,1,1,196,13.033,13.033,13.033
2020,1,1,197,12.992,12.992,12.992
2020,1,1,198,12.95,12.95,12.95
2020,1,1,199,12.908,12.908,12.908
2020,1,1,200,12.867,12.867,12.867
2020,1,1,201,12.825,12.825,12.825
2020,1,1,202,12.783,12.783,12.783
2020,1,1,203,12.742,12.742,12.742
2020,1,1,204,12.7,12.7,12.7
2020,1,1,205,12.742,12.742,12.742
2020,1,1,206,12.783,12.783,12.783
2020,1,1,207,12.825,12.825,12.825
2020,1,1,208,12.867,12.867,12.867
2020,1,1,209,12.908,12.908,12.908
2020,1,1,210,12.95,12.95,12.95
2020,1,1,211,12.992,12.992,12.992
2020,1,1,212,13.033,13.033,13.033
2020,1,1,213,13.075,13.075,13.075
2020,1,1,214,13.117,13.117,13.117
2020,1,1,215,13.158,13.158,13.158
2020,1,1,216,13.2,13.2,13.2
2020,1,1,217,12.85,12.85,12.85
2020,1,1,218,12.5,12.5,12.5
2020,1,1,219,12.15,12.15,12.15
2020,1,1,220,11.8,11.8,11.8
2020,1,1,221,11.45,11.45,11.45
2020,1,1,222,11.1,11.1,11.1
2020,1,1,223,10.75,10.75,10.75
2020,1,1,224,10.4,10.4,10.4
2020,1,1,225,10.05,10.05,10.05
2020,1,1,226,9.7,9.7,9.7
2020,1,1,227,9.35,9.35,9.35
2020,1,1,228,9,9,9
2020,1,1,229,8.6,8.6,8.6
2020,1,1,230,8.2,8.2,8.2
2020,1,1,231,7.8,7.8,7.8
2020,1,1,232,7.4,7.4,7.4
2020,1,1,233,7,7,7
2020,1,1,234,6.6,6.6,6.6
2020,1,1,235,6.2,6.2,6.2
2020,1,1,236,5.8,5.8,5.8
2020,1,1,237,5.4,5.4,5.4
2020,1,1,238,5,5,5
2020,1,1,239,4.6,4.6,4.6
2020,1,1,240,4.2,4.2,4.2
2020,1,1,241,4.167,4.167,4.167
2020,1,1,242,4.133,4.133,4.133
2020,1,1,243,4.1,4.1,4.1
2020,1,1,244,4.067,4.067,4.067
2020,1,1,245,4.033,4.033,4.033
2020,1,1,246,4,4,4
2020,1,1,247,3.967,3.967,3.967
2020,1,1,248,3.933,3.933,3.933
2020,1,1,249,3.9,3.9,3.9
2020,1,1,250,3.867,3.867,3.867
2020,1,1,251,3.833,3.833,3.833
2020,1,1,252,3.8,3.8,3.8
2020,1,1,253,3.8,3.8,3.8
2020,1,1,254,3.8,3.8,3.8
2020,1,1,255,3.8,3.8,3.8
2020,1,1,256,3.8,3.8,3.8
2020,1,1,257,3.8,3.8,3.8
2020,1,1,258,3.8,3.8,3.8
2020,1,1,259,3.8,3.8,3.8
2020,1,1,260,3.8,3.8,3.8
2020,1,1,261,3.8,3.8,3.8
2020,1,1,262,3.8,3.8,3.8
2020,1,1,263,3.8,3.8,3.8
2020,1,1,264,3.8,3.8,3.8
2020,1,1,265,3.8,3.8,3.8
2020,1,1,266,3.8,3.8,3.8
2020,1,1,267,3.8,3.8,3.8
2020,1,1,268,3.8,3.8,3.8
2020,1,1,269,3.8,3.8,3.8
2020,1,1,270,3.8,3.8,3.8
2020,1,1,271,3.8,3.8,3.8
2020,1,1,272,3.8,3.8,3.8
2020,1,1,273,3.8,3.8,3.8
2020,1,1,274,3.8,3.8,3.8
2020,1,1,275,3.8,3.8,3.8
2020,1,1,276,3.8,3.8,3.8
2020,1,1,277,3.8,3.8,3.8
2020,1,1,278,3.8,3.8,3.8
2020,1,1,279,3.8,3.8,3.8
2020,1,1,280,3.8,3.8,3.8
2020,1,1,281,3.8,3.8,3.8
2020,1,1,282,3.8,3.8,3.8
2020,1,1,283,3.8,3.8,3.8
2020,1,1,284,3.8,3.8,3.8
2020,1,1,285,3.8,3.8,3.8
2020,1,1,286,3.8,3.8,3.8
2020,1,1,287,3.8,3.8,3.8
2020,1,1,288,3.8,3.8,3.8
2020,1,2,1,3.717,3.717,3.717
2020,1,2,2,3.633,3.633,3.633
2020,1,2,3,3.55,3.55,3.55
2020,1,2,4,3.467,3.467,3.467
2020,1,2,5,3.383,3.383,3.383
2020,1,2,6,3.3,3.3,3.3
2020,1,2,7,3.217,3.217,3.217
2020,1,2,8,3.133,3.133,3.133
2020,1,2,9,3.05,3.05,3.05
2020,1,2,10,2.967,2.967,2.967
2020,1,2,11,2.883,2.883,2.883
2020,1,2,12,2.8,2.8,2.8
2020,1,2,13,2.8,2.8,2.8
2020,1,2,14,2.8,2.8,2.8
2020,1,2,15,2.8,2.8,2.8
2020,1,2,16,2.8,2.8,2.8
2020,1,2,17,2.8,2.8,2.8
2020,1,2,18,2.8,2.8,2.8
2020,1,2,19,2.8,2.8,2.8
2020,1,2,20,2.8,2.8,2.8
2020,1,2,21,2.8,2.8,2.8
2020,1,2,22,2.8,2.8,2.8
2020,1,2,23,2.8,2.8,2.8
2020,1,2,24,2.8,2.8,2.8
2020,1,2,25,2.8,2.8,2.8
2020,1,2,26,2.8,2.8,2.8
2020,1,2,27,2.8,2.8,2.8
2020,1,2,28,2.8,2.8,2.8
2020,1,2,29,2.8,2.8,2.8
2020,1,2,30,2.8,2.8,2.8
2020,1,2,31,2.8,2.8,2.8
2020,1,2,32,2.8,2.8,2.8
2020,1,2,33,2.8,2.8,2.8
2020,1,2,34,2.8,2.8,2.8
2020,1,2,35,2.8,2.8,2.8
2020,1,2,36,2.8,2.8,2.8
2020,1,2,37,2.8,2.8,2.8
2020,1,2,38,2.8,2.8,2.8
2020,1,2,39,2.8,2.8,2.8
2020,1,2,40,2.8,2.8,2.8
2020,1,2,41,2.8,2.8,2.8
2020,1,2,42,2.8,2.8,2.8
2020,1,2,43,2.8,2.8,2.8
2020,1,2,44,2.8,2.8,2.8
2020,1,2,45,2.8,2.8,2.8
2020,1,2,46,2.8,2.8,2.8
2020,1,2,47,2.8,2.8,2.8
2020,1,2,48,2.8,2.8,2.8
2020,1,2,49,2.8,2.8,2.8
2020,1,2,50,2.8,2.8,2.8
2020,1,2,51,2.8,2.8,2.8
2020,1,2,52,2.8,2.8,2.8
2020,1,2,53,2.8,2.8,2.8
2020,1,2,54,2.8,2.8,2.8
2020,1,2,55,2.8,2.8,2.8
2020,1,2,56,2.8,2.8,2.8
2020,1,2,57,2.8,2.8,2.8
2020,1,2,58,2.8,2.8,2.8
2020,1,2,59,2.8,2.8,2.8
2020,1,2,60,2.8,2.8,2.8
2020,1,2,61,2.8,2.8,2.8
2020,1,2,62,2.8,2.8,2.8
2020,1,2,63,2.8,2.8,2.8
2020,1,2,64,2.8,2.8,2.8
2020,1,2,65,2.8,2.8,2.8
2020,1,2,66,2.8,2.8,2.8
2020,1,2,67,2.8,2.8,2.8
2020,1,2,68,2.8,2.8,2.8
2020,1,2,69,2.8,2.8,2.8
2020,1,2,70,2.8,2.8,2.8
2020,1,2,71,2.8,2.8,2.8
2020,1,2,72,2.8,2.8,2.8
2020,1,2,73,2.842,2.842,2.842
2020,1,2,74,2.883,2.883,2.883
2020,1,2,75,2.925,2.925,2.925
2020,1,2,76,2.967,2.967,2.967
2020,1,2,77,3.008,3.008,3.008
2020,1,2,78,3.05,3.05,3.05
2020,1,2,79,3.092,3.092,3.092
2020,1,2,80,3.133,3.133,3.133
2020,1,2,81,3.175,3.175,3.175
2020,1,2,82,3.217,3.217,3.217
2020,1,2,83,3.258,3.258,3.258
2020,1,2,84,3.3,3.3,3.3
2020,1,2,85,3.225,3.225,3.225
2020,1,2,86,3.15,3.15,3.15
2020,1,2,87,3.075,3.075,3.075
2020,1,2,88,3,3,3
2020,1,2,89,2.925,2.925,2.925
2020,1,2,90,2.85,2.85,2.85
2020,1,2,91,2.775,2.775,2.775
2020,1,2,92,2.7,2.7,2.7
2020,1,2,93,2.625,2.625,2.625
2020,1,2,94,2.55,2.55,2.55
2020,1,2,95,2.475,2.475,2.475
2020,1,2,96,2.4,2.4,2.4
2020,1,2,97,2.475,2.475,2.475
2020,1,2,98,2.55,2.55,2.55
2020,1,2,99,2.625,2.625,2.625
2020,1,2,100,2.7,2.7,2.7
2020,1,2,101,2.775,2.775,2.775
2020,1,2,102,2.85,2.85,2.85
2020,1,2,103,2.925,2.925,2.925
2020,1,2,104,3,3,3
2020,1,2,105,3.075,3.075,3.075
2020,1,2,106,3.15,3.15,3.15
2020,1,2,107,3.225,3.225,3.225
2020,1,2,108,3.3,3.3,3.3
2020,1,2,109,3.225,3.225,3.225
2020,1,2,110,3.15,3.15,3.15
2020,1,2,111,3.075,3.075,3.075
2020,1,2,112,3,3,3
2020,1,2,113,2.925,2.925,2.925
2020,1,2,114,2.85,2.85,2.85
2020,1,2,115,2.775,2.775,2.775
2020,1,2,116,2.7,2.7,2.7
2020,1,2,117,2.625,2.625,2.625
2020,1,2,118,2.55,2.55,2.55
2020,1,2,119,2.475,2.475,2.475
2020,1,2,120,2.4,2.4,2.4
2020,1,2,121,2.433,2.433,2.433
2020,1,2,122,2.467,2.467,2.467
2020,1,2,123,2.5,2.5,2.5
2020,1,2,124,2.533,2.533,2.533
2020,1,2,125,2.567,2.567,2.567
2020,1,2,126,2.6,2.6,2.6
2020,1,2,127,2.633,2.633,2.633
2020,1,2,128,2.667,2.667,2.667
2020,1,2,129,2.7,2.7,2.7
2020,1,2,130,2.733,2.733,2.733
2020,1,2,131,2.767,2.767,2.767
2020,1,2,132,2.8,2.8,2.8
2020,1,2,133,2.8,2.8,2.8
2020,1,2,134,2.8,2.8,2.8
2020,1,2,135,2.8,2.8,2.8
2020,1,2,136,2.8,2.8,2.8
2020,1,2,137,2.8,2.8,2.8
2020,1,2,138,2.8,2.8,2.8
2020,1,2,139,2.8,2.8,2.8
2020,1,2,140,2.8,2.8,2.8
2020,1,2,141,2.8,2.8,2.8
2020,1,2,142,2.8,2.8,2.8
2020,1,2,143,2.8,2.8,2.8
2020,1,2,144,2.8,2.8,2.8
2020,1,2,145,2.8,2.8,2.8
2020,1,2,146,2.8,2.8,2.8
2020,1,2,147,2.8,2.8,2.8
2020,1,2,148,2.8,2.8,2.8
2020,1,2,149,2.8,2.8,2.8
2020,1,2,150,2.8,2.8,2.8
2020,1,2,151,2.8,2.8,2.8
2020,1,2,152,2.8,2.8,2.8
2020,1,2,153,2.8,2.8,2.8
2020,1,2,154,2.8,2.8,2.8
2020,1,2,155,2.8,2.8,2.8
2020,1,2,156,2.8,2.8,2.8
2020,1,2,157,2.8,2.8,2.8
2020,1,2,158,2.8,2.8,2.8
2020,1,2,159,2.8,2.8,2.8
2020,1,2,160,2.8,2.8,2.8
2020,1,2,161,2.8,2.8,2.8
2020,1,2,162,2.8,2.8,2.8
2020,1,2,163,2.8,2.8,2.8
2020,1,2,164,2.8,2.8,2.8
2020,1,2,165,2.8,2.8,2.8
2020,1,2,166,2.8,2.8,2.8
2020,1,2,167,2.8,2.8,2.8
2020,1,2,168,2.8,2.8,2.8
2020,1,2,169,2.8,2.8,2.8
2020,1,2,170,2.8,2.8,2.8
2020,1,2,171,2.8,2.8,2.8
2020,1,2,172,2.8,2.8,2.8
2020,1,2,173,2.8,2.8,2.8
2020,1,2,174,2.8,2.8,2.8
2020,1,2,175,2.8,2.8,2.8
2020,1,2,176,2.8,2.8,2.8
2020,1,2,177,2.8,2.8,2.8
2020,1,2,178,2.8,2.8,2.8
2020,1,2,179,2.8,2.8,2.8
2020,1,2,180,2.8,2.8,2.8
2020,1,2,181,2.842,2.842,2.842
2020,1,2,182,2.883,2.883,2.883
2020,1,2,183,2.925,2.925,2.925
2020,1,2,184,2.967,2.967,2.967
2020,1,2,185,3.008,3.008,3.008
2020,1,2,186,3.05,3.05,3.05
2020,1,2,187,3.092,3.092,3.092
2020,1,2,188,3.133,3.133,3.133
2020,1,2,189,3.175,3.175,3.175
2020,1,2,190,3.217,3.217,3.217
2020,1,2,191,3.258,3.258,3.258
2020,1,2,192,3.3,3.3,3.3
2020,1,2,193,3.3,3.3,3.3
2020,1,2,194,3.3,3.3,3.3
2020,1,2,195,3.3,3.3,3.3
2020,1,2,196,3.3,3.3,3.3
2020,1,2,197,3.3,3.3,3.3
2020,1,2,198,3.3,3.3,3.3
2020,1,2,199,3.3,3.3,3.3
2020,1,2,200,3.3,3.3,3.3
2020,1,2,201,3.3,3.3,3.3
2020,1,2,202,3.3,3.3,3.3
2020,1,2,203,3.3,3.3,3.3
2020,1,2,204,3.3,3.3,3.3
2020,1,2,205,3.3,3.3,3.3
2020,1,2,206,3.3,3.3,3.3
2020,1,2,207,3.3,3.3,3.3
2020,1,2,208,3.3,3.3,3.3
2020,1,2,209,3.3,3.3,3.3
2020,1,2,210,3.3,3.3,3.3
2020,1,2,211,3.3,3.3,3.3
2020,1,2,212,3.3,3.3,3.3
2020,1,2,213,3.3,3.3,3.3
2020,1,2,214,3.3,3.3,3.3
2020,1,2,215,3.3,3.3,3.3
2020,1,2,216,3.3,3.3,3.3
2020,1,2,217,3.342,3.342,3.342
2020,1,2,218,3.383,3.383,3.383
2020,1,2,219,3.425,3.425,3.425
2020,1,2,220,3.467,3.467,3.467
2020,1,2,221,3.508,3.508,3.508
2020,1,2,222,3.55,3.55,3.55
2020,1,2,223,3.592,3.592,3.592
2020,1,2,224,3.633,3.633,3.633
2020,1,2,225,3.675,3.675,3.675
2020,1,2,226,3.717,3.717,3.717
2020,1,2,227,3.758,3.758,3.758
2020,1,2,228,3.8,3.8,3.8
2020,1,2,229,3.8,3.8,3.8
2020,1,2,230,3.8,3.8,3.8
2020,1,2,231,3.8,3.8,3.8
2020,1,2,232,3.8,3.8,3.8
2020,1,2,233,3.8,3.8,3.8
2020,1,2,234,3.8,3.8,3.8
2020,1,2,235,3.8,3.8,3.8
2020,1,2,236,3.8,3.8,3.8
2020,1,2,237,3.8,3.8,3.8
2020,1,2,238,3.8,3.8,3.8
2020,1,2,239,3.8,3.8,3.8
2020,1,2,240,3.8,3.8,3.8
2020,1,2,241,3.833,3.833,3.833
2020,1,2,242,3.867,3.867,3.867
2020,1,2,243,3.9,3.9,3.9
2020,1,2,244,3.933,3.933,3.933
2020,1,2,245,3.967,3.967,3.967
2020,1,2,246,4,4,4
2020,1,2,247,4.033,4.033,4.033
2020,1,2,248,4.067,4.067,4.067
2020,1,2,249,4.1,4.1,4.1
2020,1,2,250,4.133,4.133,4.133
2020,1,2,251,4.167,4.167,4.167
2020,1,2,252,4.2,4.2,4.2
2020,1,2,253,4.242,4.242,4.242
2020,1,2,254,4.283,4.283,4.283
2020,1,2,255,4.325,4.325,4.325
2020,1,2,256,4.367,4.367,4.367
2020,1,2,257,4.408,4.408,4.408
2020,1,2,258,4.45,4.45,4.45
2020,1,2,259,4.492,4.492,4.492
2020,1,2,260,4.533,4.533,4.533
2020,1,2,261,4.575,4.575,4.575
2020,1,2,262,4.617,4.617,4.617
2020,1,2,263,4.658,4.658,4.658
2020,1,2,264,4.7,4.7,4.7
2020,1,2,265,4.7,4.7,4.7
2020,1,2,266,4.7,4.7,4.7
2020,1,2,267,4.7,4.7,4.7
2020,1,2,268,4.7,4.7,4.7
2020,1,2,269,4.7,4.7,4.7
2020,1,2,270,4.7,4.7,4.7
2020,1,2,271,4.7,4.7,4.7
2020,1,2,272,4.7,4.7,4.7
2020,1,2,273,4.7,4.7,4.7
2020,1,2,274,4.7,4.7,4.7
2020,1,2,275,4.7,4.7,4.7
2020,1,2,276,4.7,4.7,4.7
2020,1,2,277,4.7,4.7,4.7
2020,1,2,278,4.7,4.7,4.7
2020,1,2,279,4.7,4.7,4.7
2020,1,2,280,4.7,4.7,4.7
2020,1,2,281,4.7,4.7,4.7
2020,1,2,282,4.7,4.7,4.7
2020,1,2,283,4.7,4.7,4.7
2020,1,2,284,4.7,4.7,4.7
2020,1,2,285,4.7,4.7,4.7
2020,1,2,286,4.7,4.7,4.7
2020,1,2,287,4.7,4.7,4.7
2020,1,2,288,4.7,4.7,4.7
2020,1,3,1,4.625,4.625,4.625
2020,1,3,2,4.55,4.55,4.55
2020,1,3,3,4.475,4.475,4.475
2020,1,3,4,4.4,4.4,4.4
2020,1,3,5,4.325,4.325,4.325
2020,1,3,6,4.25,4.25,4.25
2020,1,3,7,4.175,4.175,4.175
2020,1,3,8,4.1,4.1,4.1
2020,1,3,9,4.025,4.025,4.025
2020,1,3,10,3.95,3.95,3.95
2020,1,3,11,3.875,3.875,3.875
2020,1,3,12,3.8,3.8,3.8
2020,1,3,13,3.758,3.758,3.758
2020,1,3,14,3.717,3.717,3.717
2020,1,3,15,3.675,3.675,3.675
2020,1,3,16,3.633,3.633,3.633
2020,1,3,17,3.592,3.592,3.592
2020,1,3,18,3.55,3.55,3.55
2020,1,3,19,3.508,3.508,3.508
2020,1,3,20,3.467,3.467,3.467
2020,1,3,21,3.425,3.425,3.425
2020,1,3,22,3.383,3.383,3.383
2020,1,3,23,3.342,3.342,3.342
2020,1,3,24,3.3,3.3,3.3
2020,1,3,25,3.258,3.258,3.258
2020,1,3,26,3.217,3.217,3.217
2020,1,3,27,3.175,3.175,3.175
2020,1,3,28,3.133,3.133,3.133
2020,1,3,29,3.092,3.092,3.092
2020,1,3,30,3.05,3.05,3.05
2020,1,3,31,3.008,3.008,3.008
2020,1,3,32,2.967,2.967,2.967
2020,1,3,33,2.925,2.925,2.925
2020,1,3,34,2.883,2.883,2.883
2020,1,3,35,2.842,2.842,2.842
2020,1,3,36,2.8,2.8,2.8
2020,1,3,37,2.842,2.842,2.842
2020,1,3,38,2.883,2.883,2.883
2020,1,3,39,2.925,2.925,2.925
2020,1,3,40,2.967,2.967,2.967
2020,1,3,41,3.008,3.008,3.008
2020,1,3,42,3.05,3.05,3.05
2020,1,3,43,3.092,3.092,3.092
2020,1,3,44,3.133,3.133,3.133
2020,1,3,45,3.175,3.175,3.175
2020,1,3,46,3.217,3.217,3.217
2020,1,3,47,3.258,3.258,3.258
2020,1,3,48,3.3,3.3,3.3
2020,1,3,49,3.3,3.3,3.3
2020,1,3,50,3.3,3.3,3.3
2020,1,3,51,3.3,3.3,3.3
2020,1,3,52,3.3,3.3,3.3
2020,1,3,53,3.3,3.3,3.3
2020,1,3,54,3.3,3.3,3.3
2020,1,3,55,3.3,3.3,3.3
2020,1,3,56,3.3,3.3,3.3
2020,1,3,57,3.3,3.3,3.3
2020,1,3,58,3.3,3.3,3.3
2020,1,3,59,3.3,3.3,3.3
2020,1,3,60,3.3,3.3,3.3
2020,1,3,61,3.3,3.3,3.3
2020,1,3,62,3.3,3.3,3.3
2020,1,3,63,3.3,3.3,3.3
2020,1,3,64,3.3,3.3,3.3
2020,1,3,65,3.3,3.3,3.3
2020,1,3,66,3.3,3.3,3.3
2020,1,3,67,3.3,3.3,3.3
2020,1,3,68,3.3,3.3,3.3
2020,1,3,69,3.3,3.3,3.3
2020,1,3,70,3.3,3.3,3.3
2020,1,3,71,3.3,3.3,3.3
2020,1,3,72,3.3,3.3,3.3
2020,1,3,73,3.3,3.3,3.3
2020,1,3,74,3.3,3.3,3.3
2020,1,3,75,3.3,3.3,3.3
2020,1,3,76,3.3,3.3,3.3
2020,1,3,77,3.3,3.3,3.3
2020,1,3,78,3.3,3.3,3.3
2020,1,3,79,3.3,3.3,3.3
2020,1,3,80,3.3,3.3,3.3
2020,1,3,81,3.3,3.3,3.3
2020,1,3,82,3.3,3.3,3.3
2020,1,3,83,3.3,3.3,3.3
2020,1,3,84,3.3,3.3,3.3
2020,1,3,85,3.3,3.3,3.3
2020,1,3,86,3.3,3.3,3.3
2020,1,3,87,3.3,3.3,3.3
2020,1,3,88,3.3,3.3,3.3
2020,1,3,89,3.3,3.3,3.3
2020,1,3,90,3.3,3.3,3.3
